interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_000342,conv_2218918_2218917,<USER> when are you putting Taylor’s new album on your new releases??,<USER> when are you putting Taylor’s new album on your new releases??,"<USER> Hi there! Taylor Swift's 'Reputation' isn't available to stream just yet. For now, check out the singles: <URL> /NY","@648193 Hi there! Taylor Swift's 'Reputation' isn't available to stream just yet. For now, check out the singles: https://t.co/3h0TnPWP0c /NY",informational,True,2218918,2218917,Fri Nov 10 09:31:08 +0000 2017,Content Availability
int_000343,conv_2749467_2749465,At work and my <USER> isn't working. 😭 <USER>,At work and my <USER> isn't working. 😭 <USER>,<USER> Hey Nick! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN,@769808 Hey Nick! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN,clarification_request,True,2749467,2749465,Mon Nov 20 23:43:24 +0000 2017,Other / Ambiguous
int_000344,conv_797558_797561,"<USER> It doesn't matter where i change the service to, it's still isn't available. Also make the service available in South Africa","<USER> It doesn't matter where i change the service to, it's still isn't available. Also make the service available in South Africa","<USER> 3: If Spotify is not yet available in your country, we'd suggest signing up here to be first to hear: <URL> /CH","@310147 3: If Spotify is not yet available in your country, we'd suggest signing up here to be first to hear: https://t.co/XDwWzj7cLP /CH",informational,True,797558,797561,Sun Oct 08 05:52:47 +0000 2017,Other / Ambiguous
int_000345,conv_781909_781908,<USER> the lack of apple watch app has forced me to look for alternative services for the first time since I joined in '08. Pls pls fix :(,<USER> the lack of apple watch app has forced me to look for alternative services for the first time since I joined in '08. Pls pls fix :(,<USER> Hey Gavin! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <URL> /RV,@306669 Hey Gavin! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /RV,informational,True,781909,781908,Sat Oct 07 17:29:02 +0000 2017,App / Device / Technical
int_000346,conv_892441_892439,<USER> <USER> you've had 2+ years to develop a watch app. it's not hard. sorry to see you go. kind of a bummer but there's just no excuse?,<USER> <USER> you've had 2+ years to develop a watch app. it's not hard. sorry to see you go. kind of a bummer but there's just no excuse?,"<USER> Hey Nick! We don't have any news to share about Apple Watch right now, but you can vote for the idea here: <URL> /LO","@331897 Hey Nick! We don't have any news to share about Apple Watch right now, but you can vote for the idea here: https://t.co/SEK4E4gi22 /LO",informational,True,892441,892439,Tue Oct 10 03:26:33 +0000 2017,App / Device / Technical
int_000347,conv_515450_515448,"<USER> Well, then the name of the song would be wrong.","<USER> Well, then the name of the song would be wrong.","<USER> We understand, but we're just making sure that we cover all bases. You can just edit a single letter of the track name if you don't want to fully change it. Keep us posted /SJ","@238736 We understand, but we're just making sure that we cover all bases. You can just edit a single letter of the track name if you don't want to fully change it. Keep us posted /SJ",informational,True,515450,515448,Tue Nov 28 20:15:25 +0000 2017,Playback / Audio
int_000348,conv_1957198_1957197,"Awesome! Another <USER> app update, and it deletes my downloaded songs.....again! Amazing product. Truly remarkable.","Awesome! Another <USER> app update, and it deletes my downloaded songs.....again! Amazing product. Truly remarkable.","<USER> Hi Mike, sorry to hear this. Check out the steps under “Downloads unexpectedly removed” at <URL> They should help /GT","@580769 Hi Mike, sorry to hear this. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help /GT",informational,True,1957198,1957197,Mon Oct 30 14:33:21 +0000 2017,Playback / Audio
int_000349,conv_86399_86396,"<USER> feeling depleted after trying to offer you my monthly subscription uptake. Make it easier for the Samsung lovers turned apple user for work purposes. Note: I could be just bad at tech flow but this support donation I have for you, ain’t working at my end!","<USER> feeling depleted after trying to offer you my monthly subscription uptake. Make it easier for the Samsung lovers turned apple user for work purposes. Note: I could be just bad at tech flow but this support donation I have for you, ain’t working at my end!",<USER> Hey there! We'd love to help. Can you let us know what's happening exactly? /RC,@134865 Hey there! We'd love to help. Can you let us know what's happening exactly? /RC,clarification_request,True,86399,86396,Thu Nov 30 13:40:39 +0000 2017,Premium / Subscription
int_000350,conv_57579_57578,I swear to god I have a problem with <USER> every other month 😡😡,I swear to god I have a problem with <USER> every other month 😡😡,"<USER> Hey, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ","@129066 Hey, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ",clarification_request,True,57579,57578,Wed Nov 01 19:24:04 +0000 2017,Other / Ambiguous
int_000351,conv_1959614_1959612,"<USER> Hi ! I'm having a question, where is the file where are all the song i'm downloading ?","<USER> Hi ! I'm having a question, where is the file where are all the song i'm downloading ?","<USER> Hey Max, help's here! You can find your downloaded music in Your Library under Songs. Check out the picture below for more info /JQ <URL>","@581289 Hey Max, help's here! You can find your downloaded music in Your Library under Songs. Check out the picture below for more info /JQ https://t.co/7TE1nSG5Xz",clarification_request,True,1959614,1959612,Mon Oct 30 19:17:56 +0000 2017,Playback / Audio
int_000352,conv_2630287_2630286,"When the #Reputation will be on <USER>?? I can't wait, rlly. <USER> please make up your mind and give us the perfection we are waiting for.","When the #Reputation will be on <USER>?? I can't wait, rlly. <USER> please make up your mind and give us the perfection we are waiting for.","<USER> Hey! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: <URL> /DF","@742785 Hey! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c /DF",informational,True,2630287,2630286,Fri Nov 17 17:32:30 +0000 2017,Other / Ambiguous
int_000353,conv_120276_120274,<USER> also i can't get access to spotify for artists. I did it a month ago and still no reply.,<USER> also i can't get access to spotify for artists. I did it a month ago and still no reply.,"<USER> Thanks for the info! To help make it happen, we’d recommend showing your support for the idea here: <URL> Also, our friends in Artist Support are the right folks to help with this. You can get in touch with them here: <URL> /PB","@142703 Thanks for the info! To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SXS9B4. Also, our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdWmz2 /PB",informational,True,120276,120274,Thu Nov 23 22:36:29 +0000 2017,Account / Login / Security
int_000354,conv_2562465_2562463,"Where’s the song, <USER> <USER> ????? <URL>","Where’s the song, <USER> <USER> ????? <URL>","<USER> Hi there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: <URL> /JI","@727192 Hi there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: https://t.co/VE7KvznUs9 /JI",clarification_request,True,2562465,2562463,Thu Nov 16 17:49:45 +0000 2017,Playback / Audio
int_000355,conv_1180923_1180922,<USER> why my hacked Spotify is doing this? <URL>,<USER> why my hacked Spotify is doing this? <URL>,<USER> Hey! What’s happening exactly? Can you let us know the device/OS and Spotify version you’re using? We'll see what we can suggest /CO,@397725 Hey! What’s happening exactly? Can you let us know the device/OS and Spotify version you’re using? We'll see what we can suggest /CO,clarification_request,True,1180923,1180922,Tue Oct 24 20:30:40 +0000 2017,Account / Login / Security
int_000356,conv_1139904_1139901,"<USER> A couple times lately I have searched for a song that used to be on the app, and now it's not there at all. I am using IOS and a PC","<USER> A couple times lately I have searched for a song that used to be on the app, and now it's not there at all. I am using IOS and a PC",<USER> Can you send us the exact name of the track you're referring to? Does this happen on both iOS and PC? /SJ,@388331 Can you send us the exact name of the track you're referring to? Does this happen on both iOS and PC? /SJ,clarification_request,True,1139904,1139901,Tue Oct 24 15:19:39 +0000 2017,Playback / Audio
int_000357,conv_1027096_1027095,<USER> Doesn’t look like you guys are pursuing it. Better call the good people over at Apple Music..,<USER> Doesn’t look like you guys are pursuing it. Better call the good people over at Apple Music..,<USER> We don't have any further info to share right now. Hopefully we'll have it available in the future /FR,@363040 We don't have any further info to share right now. Hopefully we'll have it available in the future /FR,informational,True,1027096,1027095,Mon Oct 23 00:33:12 +0000 2017,Playback / Audio
int_000358,conv_670018_670019,"<USER> And for answer 2, in cases like Petty where the solo &amp; band stuff are so intertwined, maybe they should B more clearly linked? Just an idea!","<USER> And for answer 2, in cases like Petty where the solo &amp; band stuff are so intertwined, maybe they should B more clearly linked? Just an idea!",<USER> 1: No worries. We make music available in whatever form it’s given to us by artists and labels.,@279809 1: No worries. We make music available in whatever form it’s given to us by artists and labels.,informational,True,670018,670019,Thu Oct 05 14:12:01 +0000 2017,Other / Ambiguous
